city1,city2,Year,quarter,fare
"San Antonio, TX","Tampa, FL (Metropolitan Area)",2020,2,181.6
"Cedar Rapids/Iowa City, IA","Phoenix, AZ",2020,2,103.91
"Houston, TX","Panama City, FL",2020,2,157.19
"Los Angeles, CA (Metropolitan Area)","Louisville, KY",2020,2,259.26
"Columbus, OH","San Francisco, CA (Metropolitan Area)",2020,2,251.22
"Miami, FL (Metropolitan Area)","Portland, OR",2020,2,271.32
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2020,2,155.61
"Austin, TX","Sacramento, CA",2020,2,191.97
"Philadelphia, PA","Portland, OR",2020,2,183.99
"Charlotte, NC","Nashville, TN",2020,2,166.19
"Springfield, MO","Tampa, FL (Metropolitan Area)",2020,2,94.74
"Salt Lake City, UT","Spokane, WA",2020,2,197.31
"Austin, TX","Philadelphia, PA",2020,2,227.23
"New Orleans, LA","Tampa, FL (Metropolitan Area)",2020,2,127.4
"San Diego, CA","Tampa, FL (Metropolitan Area)",2020,2,257.84
"Denver, CO","Des Moines, IA",2020,2,132.24
"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",2020,2,140.92
"Appleton, WI","Phoenix, AZ",2020,2,96.71
"Louisville, KY","Miami, FL (Metropolitan Area)",2020,2,174.12
"El Paso, TX","San Antonio, TX",2020,2,158.77
"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",2020,2,206.51
"Indianapolis, IN","Sarasota/Bradenton, FL",2020,2,105.66
"Charlotte, NC","San Antonio, TX",2020,2,215.12
"Los Angeles, CA (Metropolitan Area)","Pensacola, FL",2020,2,210.03
"Boston, MA (Metropolitan Area)","Savannah, GA",2020,2,196.29
"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2020,2,265.8
"Atlanta, GA (Metropolitan Area)","Omaha, NE",2020,2,212.56
"Detroit, MI","Jacksonville, FL",2020,2,171.04
"San Francisco, CA (Metropolitan Area)","Tucson, AZ",2020,2,159.27
"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2020,2,246.78
"Albuquerque, NM","Denver, CO",2020,2,122.97
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2020,2,142.64
"Philadelphia, PA","Salt Lake City, UT",2020,2,276.14
"Boston, MA (Metropolitan Area)","Pittsburgh, PA",2020,2,162.72
"Albany, NY","Denver, CO",2020,2,184.5
"Portland, OR","Spokane, WA",2020,2,161.68
"Indianapolis, IN","San Diego, CA",2020,2,215.11
"Cincinnati, OH","Salt Lake City, UT",2020,2,237.05
"Syracuse, NY","Tampa, FL (Metropolitan Area)",2020,2,124.54
"Eugene, OR","Phoenix, AZ",2020,2,153.74
"Orlando, FL","Richmond, VA",2020,2,100.13
"Chicago, IL","Hartford, CT",2020,2,197.69
"Portland, OR","St. Louis, MO",2020,2,205.07
"Albuquerque, NM","Las Vegas, NV",2020,2,110.77
"Albuquerque, NM","Washington, DC (Metropolitan Area)",2020,2,192.09
"Charlotte, NC","St. Louis, MO",2020,2,227.27
"Phoenix, AZ","Springfield, MO",2020,2,106.75
"Charlotte, NC","Kansas City, MO",2020,2,218.69
"Grand Rapids, MI","Las Vegas, NV",2020,2,103.76
"Punta Gorda, FL","South Bend, IN",2020,2,89.94
"Kansas City, MO","Sacramento, CA",2020,2,204.79
"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2020,2,175.78
"Albany, NY","Tampa, FL (Metropolitan Area)",2020,2,148.87
"New Orleans, LA","San Diego, CA",2020,2,193.92
"Memphis, TN","Phoenix, AZ",2020,2,205.13
"Chicago, IL","Omaha, NE",2020,2,140.15
"Fort Myers, FL","Milwaukee, WI",2020,2,176.55
"El Paso, TX","Washington, DC (Metropolitan Area)",2020,2,269.12
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2020,2,177.19
"Flint, MI","Tampa, FL (Metropolitan Area)",2020,2,95.13
"Charlotte, NC","Milwaukee, WI",2020,2,192.67
"Dallas/Fort Worth, TX","Fresno, CA",2020,2,270.82
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2020,2,221.22
"Milwaukee, WI","San Francisco, CA (Metropolitan Area)",2020,2,208.0
"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2020,2,175.16
"Kansas City, MO","Nashville, TN",2020,2,131.64
"Jacksonville, FL","Seattle, WA",2020,2,251.72
"Sacramento, CA","Spokane, WA",2020,2,148.54
"El Paso, TX","Phoenix, AZ",2020,2,127.25
"Boise, ID","Las Vegas, NV",2020,2,134.74
"Denver, CO","Tulsa, OK",2020,2,166.92
"Austin, TX","New Orleans, LA",2020,2,114.91
"Phoenix, AZ","South Bend, IN",2020,2,100.51
"Dallas/Fort Worth, TX","Dayton, OH",2020,2,188.72
"Portland, OR","Tampa, FL (Metropolitan Area)",2020,2,255.36
"Chicago, IL","Savannah, GA",2020,2,199.99
"Raleigh/Durham, NC","San Diego, CA",2020,2,229.62
"Los Angeles, CA (Metropolitan Area)","Springfield, MO",2020,2,181.54
"Las Vegas, NV","Oklahoma City, OK",2020,2,152.34
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2020,2,210.05
"Los Angeles, CA (Metropolitan Area)","Wichita, KS",2020,2,198.46
"Cleveland, OH (Metropolitan Area)","Nashville, TN",2020,2,123.01
"Kansas City, MO","Portland, OR",2020,2,202.51
"Los Angeles, CA (Metropolitan Area)","Medford, OR",2020,2,174.22
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2020,2,307.71
"Charleston, SC","Nashville, TN",2020,2,133.82
"Detroit, MI","Kansas City, MO",2020,2,183.32
"Milwaukee, WI","Nashville, TN",2020,2,115.53
"El Paso, TX","Seattle, WA",2020,2,186.59
"Peoria, IL","Punta Gorda, FL",2020,2,87.28
"Houston, TX","Reno, NV",2020,2,198.98
"Memphis, TN","New York City, NY (Metropolitan Area)",2020,2,226.91
"Jacksonville, FL","Phoenix, AZ",2020,2,246.72
"Eugene, OR","Los Angeles, CA (Metropolitan Area)",2020,2,171.29
"Charlotte, NC","Indianapolis, IN",2020,2,201.02
"Miami, FL (Metropolitan Area)","Sacramento, CA",2020,2,240.51
"Cleveland, OH (Metropolitan Area)","Sarasota/Bradenton, FL",2020,2,122.48
"Cleveland, OH (Metropolitan Area)","San Diego, CA",2020,2,235.48
"Austin, TX","Dallas/Fort Worth, TX",2020,2,155.56
"Portland, OR","Tucson, AZ",2020,2,166.82
"Tucson, AZ","Washington, DC (Metropolitan Area)",2020,2,222.1
"Flint, MI","Punta Gorda, FL",2020,2,110.11
"Nashville, TN","New Orleans, LA",2020,2,110.57
"Austin, TX","Indianapolis, IN",2020,2,144.18
"Charleston, SC","Los Angeles, CA (Metropolitan Area)",2020,2,291.42
"Kansas City, MO","Philadelphia, PA",2020,2,220.48
"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",2020,2,181.04
"Boston, MA (Metropolitan Area)","Sacramento, CA",2020,2,229.41
"New Orleans, LA","Philadelphia, PA",2020,2,222.28
"Seattle, WA","Wichita, KS",2020,2,156.48
"Norfolk, VA (Metropolitan Area)","Phoenix, AZ",2020,2,241.19
"Harlingen/San Benito, TX","Houston, TX",2020,2,138.19
"Albany, NY","Chicago, IL",2020,2,158.99
"Kansas City, MO","San Antonio, TX",2020,2,154.96
"Fort Wayne, IN","Tampa, FL (Metropolitan Area)",2020,2,93.24
"Nashville, TN","Pensacola, FL",2020,2,113.54
"Grand Rapids, MI","Punta Gorda, FL",2020,2,103.25
"Boston, MA (Metropolitan Area)","Kansas City, MO",2020,2,202.64
"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",2020,2,172.77
"Philadelphia, PA","Raleigh/Durham, NC",2020,2,163.28
"Dallas/Fort Worth, TX","Hartford, CT",2020,2,254.36
"Boston, MA (Metropolitan Area)","Columbus, OH",2020,2,146.13
"Albuquerque, NM","Chicago, IL",2020,2,176.93
"Charlotte, NC","Pittsburgh, PA",2020,2,190.89
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2020,2,138.74
"Miami, FL (Metropolitan Area)","Milwaukee, WI",2020,2,166.12
"San Antonio, TX","St. Louis, MO",2020,2,181.92
"Raleigh/Durham, NC","San Antonio, TX",2020,2,181.16
"Pittsburgh, PA","Sarasota/Bradenton, FL",2020,2,115.01
"Richmond, VA","Tampa, FL (Metropolitan Area)",2020,2,123.13
"Rochester, NY","Tampa, FL (Metropolitan Area)",2020,2,163.83
"Des Moines, IA","Tampa, FL (Metropolitan Area)",2020,2,113.28
"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2020,2,158.11
"Charlotte, NC","Oklahoma City, OK",2020,2,216.4
"Charlotte, NC","Memphis, TN",2020,2,220.8
"Indianapolis, IN","Salt Lake City, UT",2020,2,206.0
"Dallas/Fort Worth, TX","Little Rock, AR",2020,2,130.26
"Detroit, MI","San Antonio, TX",2020,2,218.28
"Omaha, NE","Tampa, FL (Metropolitan Area)",2020,2,154.1
"Chicago, IL","El Paso, TX",2020,2,216.12
"Denver, CO","Panama City, FL",2020,2,181.83
"Cincinnati, OH","Minneapolis/St. Paul, MN",2020,2,195.64
"Allentown/Bethlehem/Easton, PA","Tampa, FL (Metropolitan Area)",2020,2,95.36
"Sacramento, CA","Tampa, FL (Metropolitan Area)",2020,2,243.22
"Albuquerque, NM","Houston, TX",2020,2,189.73
"Charleston, SC","Houston, TX",2020,2,209.35
"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",2020,2,136.04
"Louisville, KY","Phoenix, AZ",2020,2,212.6
"Chicago, IL","Cincinnati, OH",2020,2,141.86
"Indianapolis, IN","Philadelphia, PA",2020,2,211.55
"Omaha, NE","Orlando, FL",2020,2,124.75
"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",2020,2,191.01
"Boston, MA (Metropolitan Area)","San Antonio, TX",2020,2,206.1
"Charleston, SC","Philadelphia, PA",2020,2,191.13
"Myrtle Beach, SC","Pittsburgh, PA",2020,2,114.41
"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",2020,2,227.38
"Idaho Falls, ID","Phoenix, AZ",2020,2,88.12
"Corpus Christi, TX","Dallas/Fort Worth, TX",2020,2,208.79
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2020,2,260.64
"Bismarck/Mandan, ND","Phoenix, AZ",2020,2,106.31
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2020,2,200.75
"Oklahoma City, OK","Salt Lake City, UT",2020,2,212.07
"Detroit, MI","Norfolk, VA (Metropolitan Area)",2020,2,184.24
"Chicago, IL","Spokane, WA",2020,2,215.24
"Portland, OR","San Antonio, TX",2020,2,159.99
"Belleville, IL","Valparaiso, FL",2020,2,81.34
"Austin, TX","Kansas City, MO",2020,2,150.92
"Miami, FL (Metropolitan Area)","Syracuse, NY",2020,2,153.54
"Kansas City, MO","Raleigh/Durham, NC",2020,2,159.09
"Oklahoma City, OK","Tampa, FL (Metropolitan Area)",2020,2,183.04
"Buffalo, NY","Las Vegas, NV",2020,2,184.97
"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2020,2,155.52
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",2020,2,196.29
"Greenville/Spartanburg, SC","Los Angeles, CA (Metropolitan Area)",2020,2,270.03
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2020,2,302.51
"Lexington, KY","Tampa, FL (Metropolitan Area)",2020,2,102.07
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2020,2,201.91
"Birmingham, AL","Washington, DC (Metropolitan Area)",2020,2,177.37
"Albany, NY","Charlotte, NC",2020,2,184.69
"Cleveland, OH (Metropolitan Area)","Seattle, WA",2020,2,220.24
"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",2020,2,241.61
"Cleveland, OH (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2020,2,141.71
"Memphis, TN","San Francisco, CA (Metropolitan Area)",2020,2,286.9
"Raleigh/Durham, NC","St. Louis, MO",2020,2,150.76
"Detroit, MI","Portland, OR",2020,2,263.87
"Dallas/Fort Worth, TX","Savannah, GA",2020,2,248.23
"Jacksonville, FL","San Diego, CA",2020,2,248.44
"Pittsburgh, PA","Punta Gorda, FL",2020,2,103.73
"Indianapolis, IN","Sacramento, CA",2020,2,219.59
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2020,2,154.92
"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",2020,2,138.56
"Chicago, IL","West Palm Beach/Palm Beach, FL",2020,2,240.86
"Columbus, OH","Salt Lake City, UT",2020,2,235.18
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2020,2,172.94
"Buffalo, NY","Miami, FL (Metropolitan Area)",2020,2,182.63
"Portland, ME","Washington, DC (Metropolitan Area)",2020,2,140.89
"Atlanta, GA (Metropolitan Area)","Tulsa, OK",2020,2,195.53
"Fort Myers, FL","Kansas City, MO",2020,2,172.15
"Columbus, OH","San Diego, CA",2020,2,220.49
"Hartford, CT","Washington, DC (Metropolitan Area)",2020,2,136.08
"Punta Gorda, FL","Rockford, IL",2020,2,95.66
"Buffalo, NY","Charlotte, NC",2020,2,176.83
"Reno, NV","Salt Lake City, UT",2020,2,167.84
"Minneapolis/St. Paul, MN","New Orleans, LA",2020,2,172.08
"Knoxville, TN","Tampa, FL (Metropolitan Area)",2020,2,104.77
"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",2020,2,206.49
"Atlanta, GA (Metropolitan Area)","El Paso, TX",2020,2,223.69
"Miami, FL (Metropolitan Area)","Oklahoma City, OK",2020,2,208.85
"Indianapolis, IN","Jacksonville, FL",2020,2,144.53
"Dallas/Fort Worth, TX","Des Moines, IA",2020,2,188.35
"Charlotte, NC","Cincinnati, OH",2020,2,158.36
"Buffalo, NY","Phoenix, AZ",2020,2,213.26
"Pasco/Kennewick/Richland, WA","Phoenix, AZ",2020,2,133.18
"Boston, MA (Metropolitan Area)","Cincinnati, OH",2020,2,187.29
"Las Vegas, NV","Louisville, KY",2020,2,163.94
"Hartford, CT","Phoenix, AZ",2020,2,258.37
"Buffalo, NY","New York City, NY (Metropolitan Area)",2020,2,203.22
"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",2020,2,136.73
"Tampa, FL (Metropolitan Area)","Tulsa, OK",2020,2,156.88
"Portland, ME","Tampa, FL (Metropolitan Area)",2020,2,130.3
"Miami, FL (Metropolitan Area)","Rochester, NY",2020,2,147.06
"Albuquerque, NM","Portland, OR",2020,2,150.43
"Detroit, MI","Sacramento, CA",2020,2,236.01
"Dallas/Fort Worth, TX","Knoxville, TN",2020,2,242.72
"New York City, NY (Metropolitan Area)","Pittsburgh, PA",2020,2,176.26
"Fresno, CA","Phoenix, AZ",2020,2,178.97
"Belleville, IL","Punta Gorda, FL",2020,2,75.59
"Amarillo, TX","Houston, TX",2020,2,157.84
"Birmingham, AL","Denver, CO",2020,2,206.33
"Chicago, IL","Pensacola, FL",2020,2,173.49
"Denver, CO","Fresno, CA",2020,2,207.33
"Salt Lake City, UT","Tucson, AZ",2020,2,185.73
"Tulsa, OK","Washington, DC (Metropolitan Area)",2020,2,208.15
"Charlotte, NC","Fort Myers, FL",2020,2,242.75
"Paso Robles/San Luis Obispo, CA","Seattle, WA",2020,2,118.5
"Dallas/Fort Worth, TX","Tulsa, OK",2020,2,141.57
"Austin, TX","El Paso, TX",2020,2,167.04
"Greenville/Spartanburg, SC","Houston, TX",2020,2,223.07
"Jacksonville, FL","Pittsburgh, PA",2020,2,140.83
"Omaha, NE","San Diego, CA",2020,2,175.99
"Cleveland, OH (Metropolitan Area)","Salt Lake City, UT",2020,2,222.94
"Houston, TX","Louisville, KY",2020,2,209.67
"Hartford, CT","San Francisco, CA (Metropolitan Area)",2020,2,290.52
"Denver, CO","Little Rock, AR",2020,2,157.99
"Savannah, GA","Washington, DC (Metropolitan Area)",2020,2,196.22
"Memphis, TN","Tampa, FL (Metropolitan Area)",2020,2,152.16
"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",2020,2,248.94
"Huntsville, AL","Washington, DC (Metropolitan Area)",2020,2,195.41
"South Bend, IN","Tampa, FL (Metropolitan Area)",2020,2,104.71
"Grand Rapids, MI","Sanford, FL",2020,2,88.91
"Pittsburgh, PA","San Diego, CA",2020,2,255.64
"Boston, MA (Metropolitan Area)","Punta Gorda, FL",2020,2,89.94
"Allentown/Bethlehem/Easton, PA","Sanford, FL",2020,2,97.16
"Jacksonville, FL","Kansas City, MO",2020,2,170.4
"Buffalo, NY","Fort Myers, FL",2020,2,168.11
"Charlotte, NC","Portland, OR",2020,2,292.38
"Columbus, OH","Minneapolis/St. Paul, MN",2020,2,212.06
"Atlanta, GA (Metropolitan Area)","Key West, FL",2020,2,189.4
"Las Vegas, NV","Tulsa, OK",2020,2,164.76
"New York City, NY (Metropolitan Area)","Tucson, AZ",2020,2,263.94
"Kansas City, MO","Minneapolis/St. Paul, MN",2020,2,177.38
"Denver, CO","El Paso, TX",2020,2,146.91
"Detroit, MI","St. Louis, MO",2020,2,175.41
"Knoxville, TN","Los Angeles, CA (Metropolitan Area)",2020,2,262.21
"Bozeman, MT","Seattle, WA",2020,2,176.59
"Fort Myers, FL","Nashville, TN",2020,2,153.37
"Philadelphia, PA","Sacramento, CA",2020,2,265.38
"Los Angeles, CA (Metropolitan Area)","Savannah, GA",2020,2,314.64
"Bangor, ME","Tampa, FL (Metropolitan Area)",2020,2,97.05
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2020,2,171.23
"Milwaukee, WI","Seattle, WA",2020,2,228.96
"Bozeman, MT","Minneapolis/St. Paul, MN",2020,2,153.21
"Indianapolis, IN","San Antonio, TX",2020,2,171.08
"Austin, TX","Cleveland, OH (Metropolitan Area)",2020,2,185.83
"Atlanta, GA (Metropolitan Area)","Boise, ID",2020,2,219.66
"Peoria, IL","Tampa, FL (Metropolitan Area)",2020,2,85.8
"Fayetteville, AR","Los Angeles, CA (Metropolitan Area)",2020,2,198.38
"Jacksonville, FL","Las Vegas, NV",2020,2,235.34
"Las Vegas, NV","Tucson, AZ",2020,2,108.02
"Cincinnati, OH","Seattle, WA",2020,2,232.29
"Detroit, MI","New Orleans, LA",2020,2,189.74
"Fort Wayne, IN","Phoenix, AZ",2020,2,113.86
"Orlando, FL","Trenton, NJ",2020,2,88.64
"Los Angeles, CA (Metropolitan Area)","Syracuse, NY",2020,2,274.31
"Salt Lake City, UT","Tulsa, OK",2020,2,228.1
"Phoenix, AZ","Richmond, VA",2020,2,229.55
"Minneapolis/St. Paul, MN","Myrtle Beach, SC",2020,2,145.22
"Miami, FL (Metropolitan Area)","Orlando, FL",2020,2,153.24
"Billings, MT","Seattle, WA",2020,2,188.44
"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",2020,2,145.42
"Buffalo, NY","Chicago, IL",2020,2,126.57
"Albuquerque, NM","San Diego, CA",2020,2,141.28
"New Orleans, LA","Salt Lake City, UT",2020,2,240.15
"Norfolk, VA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2020,2,296.66
"Charlotte, NC","New Orleans, LA",2020,2,218.25
"Pittsburgh, PA","Salt Lake City, UT",2020,2,240.47
"Columbia, SC","New York City, NY (Metropolitan Area)",2020,2,172.7
"Houston, TX","Richmond, VA",2020,2,225.14
"Buffalo, NY","Dallas/Fort Worth, TX",2020,2,218.01
"Dayton, OH","Tampa, FL (Metropolitan Area)",2020,2,120.74
"Denver, CO","Myrtle Beach, SC",2020,2,153.68
"Portland, OR","Raleigh/Durham, NC",2020,2,252.95
"Atlantic City, NJ","Orlando, FL",2020,2,76.27
"Panama City, FL","Washington, DC (Metropolitan Area)",2020,2,177.37
"Cincinnati, OH","Jacksonville, FL",2020,2,132.32
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2020,2,200.0
"El Paso, TX","Las Vegas, NV",2020,2,134.79
"Oklahoma City, OK","Sacramento, CA",2020,2,226.02
"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",2020,2,138.7
"Billings, MT","Phoenix, AZ",2020,2,137.42
"Medford, OR","Phoenix, AZ",2020,2,196.63
"Charleston, SC","Miami, FL (Metropolitan Area)",2020,2,174.8
"Detroit, MI","Philadelphia, PA",2020,2,170.84
"Trenton, NJ","West Palm Beach/Palm Beach, FL",2020,2,94.51
"Nashville, TN","Oklahoma City, OK",2020,2,141.93
"Houston, TX","Spokane, WA",2020,2,185.67
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2020,2,198.29
"Oklahoma City, OK","Orlando, FL",2020,2,175.72
"Houston, TX","Omaha, NE",2020,2,193.36
"Knoxville, TN","Miami, FL (Metropolitan Area)",2020,2,143.24
"Dallas/Fort Worth, TX","Portland, ME",2020,2,110.34
"Hartford, CT","Houston, TX",2020,2,197.5
"Phoenix, AZ","Rockford, IL",2020,2,85.41
"Cincinnati, OH","Sanford, FL",2020,2,77.71
"Los Angeles, CA (Metropolitan Area)","Missoula, MT",2020,2,208.43
"Louisville, KY","New York City, NY (Metropolitan Area)",2020,2,216.07
"Phoenix, AZ","Rapid City, SD",2020,2,116.13
"Columbia, SC","Los Angeles, CA (Metropolitan Area)",2020,2,262.07
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2020,2,267.31
"Birmingham, AL","Phoenix, AZ",2020,2,206.53
"Charlotte, NC","Rochester, NY",2020,2,176.76
"Houston, TX","Little Rock, AR",2020,2,152.77
"Jacksonville, FL","Minneapolis/St. Paul, MN",2020,2,213.76
"Bangor, ME","Sanford, FL",2020,2,83.64
"Indianapolis, IN","Portland, OR",2020,2,235.55
"Charleston, SC","San Francisco, CA (Metropolitan Area)",2020,2,283.6
"Boise, ID","Washington, DC (Metropolitan Area)",2020,2,288.57
"Medford, OR","Seattle, WA",2020,2,141.15
"Albany, NY","Atlanta, GA (Metropolitan Area)",2020,2,185.94
"Norfolk, VA (Metropolitan Area)","St. Louis, MO",2020,2,174.46
"Fort Myers, FL","Phoenix, AZ",2020,2,253.63
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2020,2,193.0
"Minneapolis/St. Paul, MN","Pittsburgh, PA",2020,2,220.46
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2020,2,188.45
"Austin, TX","Cincinnati, OH",2020,2,127.58
"Columbus, OH","Punta Gorda, FL",2020,2,90.31
"Everett, WA","Phoenix, AZ",2020,2,166.48
"Birmingham, AL","Miami, FL (Metropolitan Area)",2020,2,182.53
"Boston, MA (Metropolitan Area)","Richmond, VA",2020,2,177.71
"Minot, ND","Phoenix, AZ",2020,2,101.7
"Santa Barbara, CA","Seattle, WA",2020,2,140.1
"Oklahoma City, OK","Valparaiso, FL",2020,2,111.22
"Charleston, SC","Kansas City, MO",2020,2,148.11
"Houston, TX","Tucson, AZ",2020,2,252.44
"Greenville/Spartanburg, SC","Miami, FL (Metropolitan Area)",2020,2,156.68
"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",2020,2,210.58
"Atlanta, GA (Metropolitan Area)","Wichita, KS",2020,2,213.13
"Dallas/Fort Worth, TX","Fort Wayne, IN",2020,2,208.21
"Austin, TX","Pittsburgh, PA",2020,2,184.05
"Chicago, IL","Myrtle Beach, SC",2020,2,159.3
"Denver, CO","Greenville/Spartanburg, SC",2020,2,200.57
"Denver, CO","Richmond, VA",2020,2,243.18
"Boise, ID","Sacramento, CA",2020,2,147.65
"Norfolk, VA (Metropolitan Area)","San Antonio, TX",2020,2,211.93
"Atlanta, GA (Metropolitan Area)","Little Rock, AR",2020,2,200.16
"Harrisburg, PA","Tampa, FL (Metropolitan Area)",2020,2,115.17
"Orlando, FL","Rochester, NY",2020,2,141.22
"Nashville, TN","Norfolk, VA (Metropolitan Area)",2020,2,148.25
"Belleville, IL","Tampa, FL (Metropolitan Area)",2020,2,72.15
"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2020,1,131.08
"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",2020,1,193.76
"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2020,1,344.18
"New York City, NY (Metropolitan Area)","Orlando, FL",2020,1,160.48
"Chicago, IL","New York City, NY (Metropolitan Area)",2020,1,189.94
"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2020,1,358.8
"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2020,1,175.01
"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2020,1,212.55
"Los Angeles, CA (Metropolitan Area)","Seattle, WA",2020,1,161.63
"San Diego, CA","San Francisco, CA (Metropolitan Area)",2020,1,126.13
"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",2020,1,122.6
"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",2020,1,137.35
"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",2020,1,205.61
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2020,1,148.31
"Chicago, IL","Los Angeles, CA (Metropolitan Area)",2020,1,203.27
"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",2020,1,133.42
"San Francisco, CA (Metropolitan Area)","Seattle, WA",2020,1,150.47
"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2020,1,196.63
"Orlando, FL","Washington, DC (Metropolitan Area)",2020,1,159.25
"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",2020,1,166.87
"Boston, MA (Metropolitan Area)","Orlando, FL",2020,1,176.06
"Denver, CO","Los Angeles, CA (Metropolitan Area)",2020,1,156.44
"Chicago, IL","Miami, FL (Metropolitan Area)",2020,1,176.68
"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",2020,1,244.68
"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2020,1,159.98
"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2020,1,196.16
"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2020,1,266.25
"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",2020,1,171.34
"Los Angeles, CA (Metropolitan Area)","Portland, OR",2020,1,144.46
"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2020,1,158.57
"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2020,1,190.14
"Las Vegas, NV","New York City, NY (Metropolitan Area)",2020,1,284.67
"Chicago, IL","Orlando, FL",2020,1,162.82
"Chicago, IL","Phoenix, AZ",2020,1,200.98
"Denver, CO","New York City, NY (Metropolitan Area)",2020,1,217.51
"Chicago, IL","Washington, DC (Metropolitan Area)",2020,1,200.41
"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2020,1,313.83
"Houston, TX","New York City, NY (Metropolitan Area)",2020,1,219.64
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2020,1,177.0
"Chicago, IL","Dallas/Fort Worth, TX",2020,1,181.45
"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2020,1,197.05
"Denver, CO","Phoenix, AZ",2020,1,157.66
"Minneapolis/St. Paul, MN","Phoenix, AZ",2020,1,171.96
"Denver, CO","San Francisco, CA (Metropolitan Area)",2020,1,194.64
"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2020,1,247.39
"Charlotte, NC","New York City, NY (Metropolitan Area)",2020,1,169.79
"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2020,1,279.24
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2020,1,235.75
