city1,city2,Year,quarter,fare
"Boston, MA (Metropolitan Area)","San Diego, CA",2011,1,250.75
"Dallas/Fort Worth, TX","San Diego, CA",2011,1,258.18
"Bellingham, WA","Las Vegas, NV",2011,1,109.23
"Denver, CO","Philadelphia, PA",2011,1,228.99
"Hartford, CT","Washington, DC (Metropolitan Area)",2011,1,169.23
"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",2011,1,218.38
"Philadelphia, PA","Raleigh/Durham, NC",2011,1,132.45
"Chicago, IL","Pittsburgh, PA",2011,1,152.76
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2011,1,144.31
"Portland, OR","Sacramento, CA",2011,1,125.76
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2011,1,157.91
"Kansas City, MO","Orlando, FL",2011,1,169.94
"Houston, TX","Phoenix, AZ",2011,1,233.54
"Las Vegas, NV","St. Louis, MO",2011,1,201.51
"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",2011,1,232.13
"Kansas City, MO","Las Vegas, NV",2011,1,190.91
"Nashville, TN","New York City, NY (Metropolitan Area)",2011,1,240.27
"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",2011,1,259.67
"Buffalo, NY","Miami, FL (Metropolitan Area)",2011,1,182.63
"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",2011,1,181.5
"Denver, CO","Detroit, MI",2011,1,169.52
"Boston, MA (Metropolitan Area)","Pittsburgh, PA",2011,1,123.43
"Fort Myers, FL","Indianapolis, IN",2011,1,158.15
"Milwaukee, WI","Washington, DC (Metropolitan Area)",2011,1,124.03
"Fort Myers, FL","Philadelphia, PA",2011,1,180.85
"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",2011,1,210.97
"Miami, FL (Metropolitan Area)","St. Louis, MO",2011,1,193.39
"Boston, MA (Metropolitan Area)","Houston, TX",2011,1,283.56
"Sacramento, CA","Seattle, WA",2011,1,154.58
"Charlotte, NC","Miami, FL (Metropolitan Area)",2011,1,193.05
"Indianapolis, IN","Tampa, FL (Metropolitan Area)",2011,1,147.69
"Miami, FL (Metropolitan Area)","Phoenix, AZ",2011,1,238.08
"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",2011,1,222.92
"Austin, TX","Washington, DC (Metropolitan Area)",2011,1,282.51
"Denver, CO","Tampa, FL (Metropolitan Area)",2011,1,197.7
"Indianapolis, IN","Las Vegas, NV",2011,1,200.57
"Chicago, IL","Raleigh/Durham, NC",2011,1,178.78
"Charlotte, NC","Orlando, FL",2011,1,153.17
"Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",2011,1,212.76
"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",2011,1,152.16
"Charlotte, NC","Chicago, IL",2011,1,241.1
"Pittsburgh, PA","Tampa, FL (Metropolitan Area)",2011,1,142.12
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2011,1,182.02
"Kansas City, MO","Phoenix, AZ",2011,1,198.57
"Los Angeles, CA (Metropolitan Area)","Nashville, TN",2011,1,246.43
"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",2011,1,277.46
"Atlanta, GA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2011,1,125.75
"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2011,1,260.55
"Columbus, OH","Miami, FL (Metropolitan Area)",2011,1,164.03
"Orlando, FL","Seattle, WA",2011,1,245.07
"Cleveland, OH (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2011,1,162.83
"Minneapolis/St. Paul, MN","San Diego, CA",2011,1,229.78
"Dallas/Fort Worth, TX","Detroit, MI",2011,1,246.1
"Las Vegas, NV","Orlando, FL",2011,1,231.14
"Boston, MA (Metropolitan Area)","Seattle, WA",2011,1,247.92
"Detroit, MI","San Francisco, CA (Metropolitan Area)",2011,1,284.74
"Kansas City, MO","New York City, NY (Metropolitan Area)",2011,1,237.54
"Chicago, IL","New Orleans, LA",2011,1,187.97
"Phoenix, AZ","St. Louis, MO",2011,1,200.38
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2011,1,178.82
"Portland, OR","San Diego, CA",2011,1,169.92
"Omaha, NE","Phoenix, AZ",2011,1,167.06
"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",2011,1,237.3
"Orlando, FL","Phoenix, AZ",2011,1,230.65
"Austin, TX","Las Vegas, NV",2011,1,196.26
"Columbus, OH","Washington, DC (Metropolitan Area)",2011,1,173.56
"Chicago, IL","Salt Lake City, UT",2011,1,246.7
"Austin, TX","Chicago, IL",2011,1,230.57
"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2011,1,291.46
"Cincinnati, OH","New York City, NY (Metropolitan Area)",2011,1,279.95
"Atlanta, GA (Metropolitan Area)","New Orleans, LA",2011,1,150.16
"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",2011,1,169.83
"Las Vegas, NV","Tampa, FL (Metropolitan Area)",2011,1,206.84
"New York City, NY (Metropolitan Area)","San Antonio, TX",2011,1,256.98
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2011,1,176.94
"Salt Lake City, UT","San Diego, CA",2011,1,189.31
"Fort Myers, FL","Milwaukee, WI",2011,1,160.63
"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011,1,182.65
"Boise, ID","Seattle, WA",2011,1,112.05
"Denver, CO","Sacramento, CA",2011,1,150.13
"Las Vegas, NV","Pittsburgh, PA",2011,1,196.83
"Las Vegas, NV","San Antonio, TX",2011,1,190.97
"Chicago, IL","West Palm Beach/Palm Beach, FL",2011,1,210.17
"Milwaukee, WI","Tampa, FL (Metropolitan Area)",2011,1,140.68
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2011,1,277.33
"Miami, FL (Metropolitan Area)","Milwaukee, WI",2011,1,173.26
"Boston, MA (Metropolitan Area)","Detroit, MI",2011,1,273.39
"Chicago, IL","Omaha, NE",2011,1,142.92
"Hartford, CT","Tampa, FL (Metropolitan Area)",2011,1,176.48
"Chicago, IL","San Antonio, TX",2011,1,206.4
"Atlanta, GA (Metropolitan Area)","St. Louis, MO",2011,1,175.15
"Orlando, FL","Raleigh/Durham, NC",2011,1,158.97
"Denver, CO","New Orleans, LA",2011,1,156.99
"Denver, CO","Nashville, TN",2011,1,165.42
"Nashville, TN","Orlando, FL",2011,1,192.68
"Charlotte, NC","Dallas/Fort Worth, TX",2011,1,275.13
"Miami, FL (Metropolitan Area)","Seattle, WA",2011,1,266.38
"Dallas/Fort Worth, TX","Salt Lake City, UT",2011,1,251.43
"Dallas/Fort Worth, TX","Nashville, TN",2011,1,217.82
"Albany, NY","Orlando, FL",2011,1,188.21
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2011,1,306.94
"Dallas/Fort Worth, TX","El Paso, TX",2011,1,191.74
"Detroit, MI","West Palm Beach/Palm Beach, FL",2011,1,144.29
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2011,1,258.84
"Columbus, OH","Tampa, FL (Metropolitan Area)",2011,1,159.68
"Denver, CO","Omaha, NE",2011,1,120.62
"Atlantic City, NJ","Miami, FL (Metropolitan Area)",2011,1,111.32
"Houston, TX","Tulsa, OK",2011,1,208.78
"Jacksonville, FL","Miami, FL (Metropolitan Area)",2011,1,145.17
"Houston, TX","San Diego, CA",2011,1,254.81
"Kansas City, MO","Miami, FL (Metropolitan Area)",2011,1,189.93
"Miami, FL (Metropolitan Area)","New Orleans, LA",2011,1,188.33
"Denver, CO","Tucson, AZ",2011,1,119.74
"Denver, CO","San Antonio, TX",2011,1,154.2
"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",2011,1,168.75
"Columbus, OH","Las Vegas, NV",2011,1,209.07
"Indianapolis, IN","Phoenix, AZ",2011,1,209.05
"Charlotte, NC","Las Vegas, NV",2011,1,248.27
"Buffalo, NY","Tampa, FL (Metropolitan Area)",2011,1,173.89
"New Orleans, LA","Orlando, FL",2011,1,173.25
"Houston, TX","Seattle, WA",2011,1,222.09
"Orlando, FL","Syracuse, NY",2011,1,186.2
"Denver, CO","Indianapolis, IN",2011,1,160.78
"Atlanta, GA (Metropolitan Area)","Jacksonville, FL",2011,1,134.73
"New York City, NY (Metropolitan Area)","Portland, OR",2011,1,304.11
"Atlanta, GA (Metropolitan Area)","Kansas City, MO",2011,1,173.46
"Portland, OR","Salt Lake City, UT",2011,1,154.32
"Houston, TX","Oklahoma City, OK",2011,1,203.47
"Buffalo, NY","Washington, DC (Metropolitan Area)",2011,1,150.14
"Miami, FL (Metropolitan Area)","Orlando, FL",2011,1,141.05
"Houston, TX","St. Louis, MO",2011,1,207.58
"Atlanta, GA (Metropolitan Area)","San Antonio, TX",2011,1,178.11
"New York City, NY (Metropolitan Area)","Rochester, NY",2011,1,125.84
"Columbus, OH","Fort Myers, FL",2011,1,145.59
"Orlando, FL","Salt Lake City, UT",2011,1,238.89
"Houston, TX","Tampa, FL (Metropolitan Area)",2011,1,224.39
"Minneapolis/St. Paul, MN","St. Louis, MO",2011,1,158.19
"Philadelphia, PA","San Diego, CA",2011,1,284.38
"Atlanta, GA (Metropolitan Area)","Indianapolis, IN",2011,1,163.05
"Las Vegas, NV","Omaha, NE",2011,1,178.53
"Boston, MA (Metropolitan Area)","Jacksonville, FL",2011,1,164.06
"Atlanta, GA (Metropolitan Area)","Richmond, VA",2011,1,167.97
"Atlanta, GA (Metropolitan Area)","Memphis, TN",2011,1,151.47
"Denver, CO","Milwaukee, WI",2011,1,149.96
"Miami, FL (Metropolitan Area)","Nashville, TN",2011,1,227.64
"Charlotte, NC","Philadelphia, PA",2011,1,265.84
"Detroit, MI","Philadelphia, PA",2011,1,251.99
"Las Vegas, NV","Nashville, TN",2011,1,212.34
"Albuquerque, NM","Dallas/Fort Worth, TX",2011,1,189.7
"Detroit, MI","Houston, TX",2011,1,269.21
"Chicago, IL","Hartford, CT",2011,1,224.5
"Atlanta, GA (Metropolitan Area)","Milwaukee, WI",2011,1,156.75
"Dallas/Fort Worth, TX","Pittsburgh, PA",2011,1,280.45
"Huntsville, AL","Washington, DC (Metropolitan Area)",2011,1,206.01
"Dallas/Fort Worth, TX","Lubbock, TX",2011,1,132.21
"Cincinnati, OH","Miami, FL (Metropolitan Area)",2011,1,195.01
"Minneapolis/St. Paul, MN","Seattle, WA",2011,1,246.1
"Albuquerque, NM","Denver, CO",2011,1,114.18
"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",2011,1,280.98
"Dallas/Fort Worth, TX","Indianapolis, IN",2011,1,201.71
"Albuquerque, NM","Las Vegas, NV",2011,1,164.74
"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2011,1,156.94
"Austin, TX","Phoenix, AZ",2011,1,196.68
"Houston, TX","Salt Lake City, UT",2011,1,280.3
"Dallas/Fort Worth, TX","Milwaukee, WI",2011,1,177.24
"Houston, TX","Nashville, TN",2011,1,214.46
"Fort Myers, FL","Pittsburgh, PA",2011,1,151.66
"New York City, NY (Metropolitan Area)","Richmond, VA",2011,1,227.22
"Boston, MA (Metropolitan Area)","New Orleans, LA",2011,1,195.12
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2011,1,262.4
"Minneapolis/St. Paul, MN","Philadelphia, PA",2011,1,270.96
"Palm Springs, CA","Seattle, WA",2011,1,182.97
"Atlanta, GA (Metropolitan Area)","Salt Lake City, UT",2011,1,317.7
"St. Louis, MO","Tampa, FL (Metropolitan Area)",2011,1,180.35
"Boston, MA (Metropolitan Area)","Buffalo, NY",2011,1,120.9
"Portland, OR","Seattle, WA",2011,1,122.54
"San Francisco, CA (Metropolitan Area)","St. Louis, MO",2011,1,256.0
"Philadelphia, PA","St. Louis, MO",2011,1,172.18
"Portland, OR","Washington, DC (Metropolitan Area)",2011,1,299.88
"Dallas/Fort Worth, TX","Raleigh/Durham, NC",2011,1,246.05
"Atlantic City, NJ","Orlando, FL",2011,1,100.62
"Phoenix, AZ","Reno, NV",2011,1,144.54
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2011,1,192.54
"Orlando, FL","Rochester, NY",2011,1,157.27
"Chicago, IL","Portland, OR",2011,1,274.33
"Chicago, IL","Louisville, KY",2011,1,141.37
"Dallas/Fort Worth, TX","Little Rock, AR",2011,1,134.49
"Milwaukee, WI","Minneapolis/St. Paul, MN",2011,1,112.19
"Austin, TX","Boston, MA (Metropolitan Area)",2011,1,227.51
"Albuquerque, NM","Washington, DC (Metropolitan Area)",2011,1,282.57
"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",2011,1,214.85
"Houston, TX","Midland/Odessa, TX",2011,1,180.47
"Phoenix, AZ","Tampa, FL (Metropolitan Area)",2011,1,226.46
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2011,1,333.68
"Norfolk, VA (Metropolitan Area)","Orlando, FL",2011,1,142.67
"Las Vegas, NV","Tucson, AZ",2011,1,125.18
"Columbus, OH","Phoenix, AZ",2011,1,220.44
"Chicago, IL","Jacksonville, FL",2011,1,204.55
"Miami, FL (Metropolitan Area)","Salt Lake City, UT",2011,1,249.62
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2011,1,260.0
"Buffalo, NY","Las Vegas, NV",2011,1,221.85
"Houston, TX","Kansas City, MO",2011,1,215.2
"Grand Rapids, MI","Orlando, FL",2011,1,143.85
"Boston, MA (Metropolitan Area)","St. Louis, MO",2011,1,214.43
"Jacksonville, FL","Philadelphia, PA",2011,1,166.88
"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2011,1,155.88
"San Francisco, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2011,1,232.15
"Boise, ID","Portland, OR",2011,1,114.31
"Boston, MA (Metropolitan Area)","Salt Lake City, UT",2011,1,320.36
"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",2011,1,276.28
"Los Angeles, CA (Metropolitan Area)","Spokane, WA",2011,1,186.78
"Amarillo, TX","Dallas/Fort Worth, TX",2011,1,117.52
"Nashville, TN","Tampa, FL (Metropolitan Area)",2011,1,189.31
"Dayton, OH","Washington, DC (Metropolitan Area)",2011,1,200.3
"Columbus, OH","Los Angeles, CA (Metropolitan Area)",2011,1,252.85
"Albany, NY","Washington, DC (Metropolitan Area)",2011,1,175.05
"Buffalo, NY","Chicago, IL",2011,1,148.53
"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",2011,1,249.93
"Reno, NV","San Francisco, CA (Metropolitan Area)",2011,1,137.14
"Memphis, TN","New York City, NY (Metropolitan Area)",2011,1,275.82
"Fort Myers, FL","St. Louis, MO",2011,1,179.48
"Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",2011,1,168.12
"Miami, FL (Metropolitan Area)","San Diego, CA",2011,1,271.06
"Kansas City, MO","San Francisco, CA (Metropolitan Area)",2011,1,232.83
"Atlanta, GA (Metropolitan Area)","Columbus, OH",2011,1,179.04
"Nashville, TN","Philadelphia, PA",2011,1,177.09
"Houston, TX","Minneapolis/St. Paul, MN",2011,1,263.51
"Detroit, MI","Minneapolis/St. Paul, MN",2011,1,309.43
"San Francisco, CA (Metropolitan Area)","Tucson, AZ",2011,1,199.81
"Austin, TX","Orlando, FL",2011,1,186.33
"Denver, CO","Oklahoma City, OK",2011,1,136.49
"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",2011,1,111.63
"Orlando, FL","San Diego, CA",2011,1,235.11
"Louisville, KY","Washington, DC (Metropolitan Area)",2011,1,207.04
"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",2011,1,187.14
"Portland, OR","Spokane, WA",2011,1,104.99
"Nashville, TN","Phoenix, AZ",2011,1,215.12
"Dallas/Fort Worth, TX","Jacksonville, FL",2011,1,188.97
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2011,1,171.16
"Phoenix, AZ","Pittsburgh, PA",2011,1,222.43
"Cincinnati, OH","Orlando, FL",2011,1,173.86
"Buffalo, NY","Fort Myers, FL",2011,1,175.61
"Houston, TX","San Antonio, TX",2011,1,146.26
"Las Vegas, NV","Raleigh/Durham, NC",2011,1,228.61
"Omaha, NE","Orlando, FL",2011,1,175.27
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2011,1,161.64
"Boise, ID","Los Angeles, CA (Metropolitan Area)",2011,1,196.26
"New Orleans, LA","Philadelphia, PA",2011,1,207.87
"Houston, TX","Pittsburgh, PA",2011,1,302.18
"Las Vegas, NV","Oklahoma City, OK",2011,1,185.31
"Philadelphia, PA","Salt Lake City, UT",2011,1,259.7
"Detroit, MI","Nashville, TN",2011,1,202.21
"Detroit, MI","St. Louis, MO",2011,1,152.11
"Hartford, CT","Los Angeles, CA (Metropolitan Area)",2011,1,262.01
"New Orleans, LA","Tampa, FL (Metropolitan Area)",2011,1,163.86
"Chicago, IL","Sarasota/Bradenton, FL",2011,1,165.99
"Dallas/Fort Worth, TX","Tulsa, OK",2011,1,139.06
"Chicago, IL","Tucson, AZ",2011,1,229.47
"Charleston, SC","Washington, DC (Metropolitan Area)",2011,1,284.09
"Los Angeles, CA (Metropolitan Area)","Omaha, NE",2011,1,186.33
"Atlanta, GA (Metropolitan Area)","San Diego, CA",2011,1,333.45
"Charlotte, NC","Phoenix, AZ",2011,1,268.98
"Columbus, OH","Dallas/Fort Worth, TX",2011,1,233.43
"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",2011,1,290.91
"Eagle, CO","New York City, NY (Metropolitan Area)",2011,1,371.13
"Dallas/Fort Worth, TX","Portland, OR",2011,1,276.04
"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",2011,1,162.03
"Austin, TX","Seattle, WA",2011,1,203.42
"Boston, MA (Metropolitan Area)","Milwaukee, WI",2011,1,134.12
"Orlando, FL","Portland, ME",2011,1,167.52
"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",2011,1,286.72
"Cleveland, OH (Metropolitan Area)","Denver, CO",2011,1,228.94
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2011,1,151.95
"Sacramento, CA","Washington, DC (Metropolitan Area)",2011,1,308.59
"Orlando, FL","Richmond, VA",2011,1,135.7
"Phoenix, AZ","San Antonio, TX",2011,1,205.96
"Cleveland, OH (Metropolitan Area)","Houston, TX",2011,1,279.67
"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2011,1,149.77
"Milwaukee, WI","San Francisco, CA (Metropolitan Area)",2011,1,186.02
"Denver, CO","Raleigh/Durham, NC",2011,1,194.83
"Las Vegas, NV","New Orleans, LA",2011,1,207.56
"Orlando, FL","San Antonio, TX",2011,1,190.12
"Charlotte, NC","Tampa, FL (Metropolitan Area)",2011,1,198.42
"Austin, TX","Miami, FL (Metropolitan Area)",2011,1,201.59
"Boston, MA (Metropolitan Area)","Nashville, TN",2011,1,212.14
"Las Vegas, NV","Spokane, WA",2011,1,171.37
"Detroit, MI","San Diego, CA",2011,1,261.64
"Tucson, AZ","Washington, DC (Metropolitan Area)",2011,1,275.47
"Boston, MA (Metropolitan Area)","Richmond, VA",2011,1,132.03
"Hartford, CT","Las Vegas, NV",2011,1,226.87
"Memphis, TN","Washington, DC (Metropolitan Area)",2011,1,255.31
"San Diego, CA","Tucson, AZ",2011,1,127.9
"Atlanta, GA (Metropolitan Area)","Austin, TX",2011,1,268.25
"Seattle, WA","St. Louis, MO",2011,1,209.52
"Dallas/Fort Worth, TX","Sacramento, CA",2011,1,240.89
"Dallas/Fort Worth, TX","Midland/Odessa, TX",2011,1,144.45
"Charlotte, NC","Houston, TX",2011,1,269.57
"Denver, CO","Tulsa, OK",2011,1,145.16
"El Paso, TX","Los Angeles, CA (Metropolitan Area)",2011,1,194.1
"Austin, TX","San Diego, CA",2011,1,204.57
"Kansas City, MO","San Diego, CA",2011,1,198.05
"Memphis, TN","Orlando, FL",2011,1,196.96
"San Diego, CA","St. Louis, MO",2011,1,200.99
"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",2011,1,231.38
"Birmingham, AL","Washington, DC (Metropolitan Area)",2011,1,199.64
"Pittsburgh, PA","Washington, DC (Metropolitan Area)",2011,1,180.67
"Albany, NY","Miami, FL (Metropolitan Area)",2011,1,200.1
"Fort Myers, FL","Hartford, CT",2011,1,189.77
"Indianapolis, IN","Philadelphia, PA",2011,1,213.81
"Omaha, NE","Washington, DC (Metropolitan Area)",2011,1,223.21
"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2011,1,312.3
"San Antonio, TX","San Francisco, CA (Metropolitan Area)",2011,1,247.87
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2011,1,136.62
"New York City, NY (Metropolitan Area)","Sacramento, CA",2011,1,253.25
"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",2011,1,186.15
"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",2011,1,295.87
"Dayton, OH","Orlando, FL",2011,1,135.28
"Birmingham, AL","Dallas/Fort Worth, TX",2011,1,189.84
"Cincinnati, OH","Fort Myers, FL",2011,1,174.58
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2011,1,228.93
"Minneapolis/St. Paul, MN","Salt Lake City, UT",2011,1,271.19
"Atlanta, GA (Metropolitan Area)","Buffalo, NY",2011,1,163.34
"Nashville, TN","Raleigh/Durham, NC",2011,1,161.14
"Boise, ID","San Francisco, CA (Metropolitan Area)",2011,1,194.29
"Reno, NV","San Diego, CA",2011,1,159.89
"Atlanta, GA (Metropolitan Area)","Dayton, OH",2011,1,145.01
"Boston, MA (Metropolitan Area)","Kansas City, MO",2011,1,207.05
"Orlando, FL","Portland, OR",2011,1,238.42
"Austin, TX","El Paso, TX",2011,1,163.65
"Rochester, NY","Tampa, FL (Metropolitan Area)",2011,1,156.2
"Kansas City, MO","St. Louis, MO",2011,1,121.16
"Phoenix, AZ","Spokane, WA",2011,1,176.04
"Philadelphia, PA","Seattle, WA",2011,1,303.08
"Austin, TX","Houston, TX",2011,1,151.42
"Chicago, IL","Sacramento, CA",2011,1,275.89
"Hartford, CT","West Palm Beach/Palm Beach, FL",2011,1,193.75
"New York City, NY (Metropolitan Area)","Portland, ME",2011,1,123.4
"El Paso, TX","Phoenix, AZ",2011,1,138.55
"Louisville, KY","Orlando, FL",2011,1,175.65
"Cincinnati, OH","Washington, DC (Metropolitan Area)",2011,1,267.2
"Miami, FL (Metropolitan Area)","Richmond, VA",2011,1,181.38
"Reno, NV","Seattle, WA",2011,1,149.59
"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2011,1,189.6
"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",2011,1,256.25
"Atlantic City, NJ","Fort Myers, FL",2011,1,113.36
"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",2011,1,159.31
"El Paso, TX","Houston, TX",2011,1,218.38
"Nashville, TN","New Orleans, LA",2011,1,159.79
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2011,1,181.39
"Charlotte, NC","Detroit, MI",2011,1,255.95
"Albany, NY","Tampa, FL (Metropolitan Area)",2011,1,196.86
"El Paso, TX","Las Vegas, NV",2011,1,169.17
"Dallas/Fort Worth, TX","Hartford, CT",2011,1,294.97
"Birmingham, AL","Orlando, FL",2011,1,172.33
"Albuquerque, NM","Houston, TX",2011,1,208.98
"Los Angeles, CA (Metropolitan Area)","Memphis, TN",2011,1,287.75
"Houston, TX","Raleigh/Durham, NC",2011,1,242.34
"Charlotte, NC","Minneapolis/St. Paul, MN",2011,1,257.59
"Detroit, MI","Seattle, WA",2011,1,275.81
"Denver, CO","Fort Myers, FL",2011,1,209.08
"Boston, MA (Metropolitan Area)","San Antonio, TX",2011,1,207.7
"Charlotte, NC","Denver, CO",2011,1,296.25
"Dallas/Fort Worth, TX","Omaha, NE",2011,1,240.97
"Cincinnati, OH","Las Vegas, NV",2011,1,252.71
"San Francisco, CA (Metropolitan Area)","Spokane, WA",2011,1,177.43
"Oklahoma City, OK","Washington, DC (Metropolitan Area)",2011,1,275.97
"Chicago, IL","Cincinnati, OH",2011,1,328.38
"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",2011,1,255.88
